7.18,7.25,6.01,7.12,15100,5.888485
1996-07-18,12.499995,12.499995,12.499995,12.499995,000,5.325389
1996-07-17,12.499995,12.499995,12.499995,12.499995,000,5.325389
1996-07-16,12.499995,12.499995,12.499995,12.499995,000,5.325389
1996-07-15,12.499995,12.499995,12.499995,12.499995,400,5.325389
1996-07-12,13.50,13.50,13.50,13.50,000,5.751422
1996-07-11,13.50,13.50,13.50,13.50,000,5.751422
1996-07-10,13.50,13.50,13.50,13.50,000,5.751422
1996-07-09,13.50,13.50,13.50,13.50,000,5.751422
1996-07-08,13.50,13.50,13.50,13.50,000,5.751422
1996-07-05,13.50,13.50,13.50,13.50,000,5.751422
1996-07-03,12.499995,13.50,12.499995,13.50,35500,5.751422
1996-07-02,12.499995,12.499995,12.499995,12.499995,300,5.325389
1996-07-01,12.499995,12.499995,12.499995,12.499995,000,5.325389
1996-06-28,12.499995,12.499995,12.499995,12.499995,000,5.325389
1996-06-27,12.499995,12.499995,12.499995,12.499995,000,5.325389
1996-06-26,12.499995,12.499995,12.499995,12.499995,000,5.325389
1996-06-25,12.499995,12.499995,12.499995,12.499995,000,5.325389
1996-06-24,12.499995,12.499995,12.499995,12.499995,000,5.325389
1996-06-21,12.499995,12.499995,12.499995,12.499995,000,5.325389
1996-06-20,12.499995,12.499995,12.499995,12.499995,300,5.325389
1996-06-19,12.499995,12.499995,12.499995,12.499995,100,5.325389
1996-06-18,13.125,13.249995,13.000005,13.000005,5700,5.538409
1996-06-17,13.000005,13.000005,13.000005,13.000005,000,5.538409
1996-06-14,13.000005,13.000005,13.000005,13.000005,000,5.538409
1996-06-13,13.000005,13.000005,13.000005,13.000005,000,5.538409
1996-06-12,13.000005,13.000005,13.000005,13.000005,000,5.538409
1996-06-11,13.000005,13.000005,13.000005,13.000005,000,5.538409
1996-06-10,13.000005,13.000005,13.000005,13.000005,000,5.538409
1996-06-07,13.000005,13.000005,13.000005,13.000005,000,5.538409
1996-06-06,13.000005,13.000005,13.000005,13.000005,000,5.538409
1996-06-05,13.000005,13.000005,13.000005,13.000005,000,5.538409
1996-06-04,13.000005,13.000005,13.000005,13.000005,000,5.538409
1996-06-03,13.000005,13.000005,13.000005,13.000005,300,5.538409
1996-05-31,12.499995,12.499995,12.499995,12.499995,000,5.325389
1996-05-30,12.499995,12.499995,12.499995,12.499995,600,5.325389
1996-05-29,12.75,13.000005,12.75,13.000005,5800,5.538409
1996-05-28,12.499995,12.499995,12.499995,12.499995,000,5.325389
1996-05-24,12.499995,12.499995,12.499995,12.499995,000,5.325389
1996-05-23,12.499995,12.499995,12.499995,12.499995,000,5.325389
1996-05-22,12.499995,12.499995,12.499995,12.499995,000,5.325389
1996-05-21,12.499995,12.499995,12.499995,12.499995,600,5.325389
1996-05-20,12.499995,12.499995,12.499995,12.499995,000,5.325389
1996-05-17,12.499995,12.499995,12.499995,12.499995,000,5.325389
1996-05-16,12.499995,12.499995,12.499995,12.499995,000,5.325389
1996-05-15,12.499995,12.499995,12.499995,12.499995,000,5.325389
1996-05-14,12.499995,12.499995,12.499995,12.499995,000,5.325389
1996-05-13,12.499995,12.499995,12.499995,12.499995,000,5.325389
1996-05-10,12.499995,12.499995,12.499995,12.499995,300,5.325389
1996-05-09,13.249995,13.249995,13.249995,13.249995,000,5.644912
1996-05-08,13.249995,13.249995,13.249995,13.249995,000,5.644912
1996-05-07,13.249995,13.249995,13.249995,13.249995,000,5.644912
1996-05-06,13.249995,13.249995,13.249995,13.249995,000,5.644912
1996-05-03,12.499995,13.249995,12.499995,13.249995,400,5.644912
1996-05-02,12.499995,12.499995,12.499995,12.499995,1000,5.325389
1996-05-01,12.499995,12.499995,12.499995,12.499995,700,5.325389
1996-04-30,12.499995,12.499995,12.499995,12.499995,1500,5.325389
1996-04-29,12.499995,12.499995,12.499995,12.499995,000,5.325389
1996-04-26,12.499995,12.499995,12.499995,12.499995,000,5.325389
1996-04-25,12.499995,12.499995,12.499995,12.499995,000,5.291309
1996-04-24,12.499995,12.499995,12.499995,12.499995,000,5.291309
1996-04-23,12.499995,12.499995,12.499995,12.499995,000,5.291309
1996-04-22,12.499995,12.499995,12.499995,12.499995,000,5.291309
1996-04-19,12.499995,12.499995,12.499995,12.499995,000,5.291309
1996-04-18,12.499995,12.499995,12.499995,12.499995,000,5.291309
1996-04-17,12.499995,12.499995,12.499995,12.499995,000,5.291309
1996-04-16,12.499995,12.499995,12.499995,12.499995,000,5.291309
1996-04-15,12.499995,12.499995,12.499995,12.499995,000,5.291309
1996-04-12,12.499995,12.499995,12.499995,12.499995,3000,5.291309
1996-04-11,12.75,12.75,12.75,12.75,000,5.397137
1996-04-10,12.75,12.75,12.75,12.75,000,5.397137
1996-04-09,12.75,12.75,12.75,12.75,000,5.397137
1996-04-08,12.75,12.75,12.75,12.75,000,5.397137
1996-04-04,12.75,12.75,12.75,12.75,000,5.397137
1996-04-03,12.75,12.75,12.75,12.75,000,5.397137
1996-04-02,13.249995,13.249995,12.75,12.75,5400,5.397137
1996-04-01,12.499995,12.499995,12.499995,12.499995,700,5.291309
1996-03-29,13.249995,13.249995,13.249995,13.249995,000,5.608788
1996-03-28,13.249995,13.249995,13.249995,13.249995,000,5.608788
1996-03-27,13.249995,13.249995,13.249995,13.249995,300,5.608788
1996-03-26,13.000005,13.000005,12.75,12.75,6000,5.397137
1996-03-25,13.000005,13.000005,12.499995,12.75,10200,5.397137
1996-03-22,13.000005,13.000005,12.874995,12.874995,3000,5.450048
1996-03-21,12.499995,12.499995,12.499995,12.499995,000,5.291309
1996-03-20,12.499995,12.499995,12.499995,12.499995,000,5.291309
1996-03-19,12.499995,12.499995,12.499995,12.499995,000,5.291309
1996-03-18,12.499995,12.499995,12.499995,12.499995,000,5.291309
1996-03-15,12.499995,12.499995,12.499995,12.499995,000,5.291309
1996-03-14,12.75,12.75,12.499995,12.499995,300,5.291309
1996-03-13,12.00,12.00,12.00,12.00,000,5.079659
1996-03-12,12.00,12.00,12.00,12.00,000,5.079659
1996-03-11,12.00,12.00,12.00,12.00,000,5.079659
1996-03-08,12.499995,12.499995,12.00,12.00,5500,5.079659
1996-03-07,12.75,12.75,12.75,12.75,000,5.397137
1996-03-06,12.75,12.75,12.75,12.75,000,5.397137
1996-03-05,12.75,12.75,12.75,12.75,000,5.397137
1996-03-04,12.75,12.75,12.75,12.75,000,5.397137
1996-03-01,12.75,12.75,12.75,12.75,1000,5.397137
1996-02-29,12.00,12.00,12.00,12.00,000,5.079659
1996-02-28,12.00,12.00,12.00,12.00,000,5.079659
1996-02-27,12.00,12.00,12.00,12.00,000,5.079659
1996-02-26,11.500005,12.00,11.500005,12.00,2800,5.079659
1996-02-23,12.00,12.00,12.00,12.00,000,5.079659
1996-02-22,12.00,12.00,12.00,12.00,000,5.079659
1996-02-21,12.00,12.00,12.00,12.00,000,5.079659
1996-02-20,12.00,12.00,12.00,12.00,300,5.079659
1996-02-16,12.00,12.00,12.00,12.00,000,5.079659
1996-02-15,12.00,12.00,12.00,12.00,000,5.079659
1996-02-14,12.00,12.00,12.00,12.00,000,5.079659
1996-02-13,12.00,12.00,12.00,12.00,1200,5.079659
1996-02-12,11.500005,11.500005,11.500005,11.500005,300,4.868008
1996-02-09,11.749995,11.749995,11.749995,11.749995,000,4.97383
1996-02-08,12.00,12.00,11.749995,11.749995,1600,4.97383
1996-02-07,11.749995,11.749995,11.749995,11.749995,000,4.97383
1996-02-06,11.749995,11.749995,11.749995,11.749995,000,4.97383
1996-02-05,11.749995,11.749995,11.749995,11.749995,000,4.97383
1996-02-02,11.25,11.749995,11.25,11.749995,15900,4.97383
1996-02-01,11.25,11.25,11.25,11.25,000,4.76218
1996-01-31,11.25,11.25,11.25,11.25,300,4.76218
1996-01-30,11.749995,11.749995,11.749995,11.749995,300,4.97383
1996-01-29,12.00,12.00,12.00,12.00,000,5.079659
1996-01-26,12.00,12.00,12.00,12.00,100,5.079659
1996-01-25,12.00,12.00,12.00,12.00,000,5.045796
1996-01-24,12.00,12.00,12.00,12.00,000,5.045796
1996-01-23,12.00,12.00,12.00,12.00,000,5.045796
1996-01-22,12.00,12.00,12.00,12.00,000,5.045796
1996-01-19,12.00,12.00,12.00,12.00,000,5.045796
1996-01-18,12.00,12.00,12.00,12.00,300,5.045796
1996-01-17,10.999995,10.999995,10.999995,10.999995,300,4.625311
1996-01-16,11.500005,11.500005,11.500005,11.500005,000,4.835556
1996-01-15,11.500005,11.500005,11.500005,11.500005,000,4.835556
1996-01-12,11.500005,11.500005,11.500005,11.500005,000,4.835556
1996-01-11,11.500005,11.500005,11.500005,11.500005,000,4.835556
1996-01-10,11.500005,11.500005,11.500005,11.500005,000,4.835556
1996-01-09,11.500005,11.500005,11.500005,11.500005,000,4.835556
1996-01-08,11.500005,11.500005,11.500005,11.500005,000,4.835556
1996-01-05,11.500005,11.500005,11.500005,11.500005,000,4.835556
1996-01-04,11.500005,11.500005,11.500005,11.500005,000,4.835556
1996-01-03,11.500005,11.500005,11.500005,11.500005,000,4.835556
1996-01-02,11.500005,11.500005,11.500005,11.500005,000,4.835556
1995-12-29,11.500005,11.500005,11.500005,11.500005,000,4.835556
1995-12-28,11.500005,11.500005,11.500005,11.500005,000,4.835556
1995-12-27,11.500005,11.500005,11.500005,11.500005,000,4.835556
1995-12-26,11.500005,11.500005,11.500005,11.500005,100,4.835556
1995-12-22,10.999995,10.999995,10.999995,10.999995,000,4.625311
1995-12-21,10.999995,10.999995,10.999995,10.999995,000,4.625311
1995-12-20,10.999995,10.999995,10.999995,10.999995,000,4.625311
1995-12-19,10.999995,10.999995,10.999995,10.999995,300,4.625311
1995-12-18,10.999995,10.999995,10.999995,10.999995,100,4.625311
1995-12-15,22.25001,22.25001,22.25001,22.25001,000,4.677875
1995-12-14,22.25001,22.25001,22.25001,22.25001,000,4.677875
1995-12-13,22.25001,22.25001,22.25001,22.25001,000,4.677875
1995-12-12,22.25001,22.25001,22.25001,22.25001,000,4.677875
1995-12-11,22.25001,22.25001,22.25001,22.25001,000,4.677875
1995-12-08,22.25001,22.25001,22.25001,22.25001,000,4.677875
1995-12-07,22.25001,22.25001,22.25001,22.25001,000,4.677875
1995-12-06,22.25001,22.25001,22.25001,22.25001,000,4.677875
1995-12-05,22.25001,22.25001,22.25001,22.25001,9000,4.677875
1995-12-04,22.74999,22.74999,22.74999,22.74999,000,4.782992
1995-12-01,22.74999,22.74999,22.74999,22.74999,000,4.782992
1995-11-30,22.25001,22.74999,22.25001,22.74999,9300,4.782992
1995-11-29,22.25001,22.25001,22.25001,22.25001,000,4.677875
1995-11-28,22.25001,22.25001,22.25001,22.25001,300,4.677875
1995-11-27,23.203139,23.203139,23.203139,23.203139,000,4.878263
1995-11-24,23.203139,23.203139,23.203139,23.203139,000,4.878263
1995-11-22,22.74999,23.75001,21.99999,23.203139,9900,4.878263
1995-11-21,24.00,24.00,24.00,24.00,000,5.045796
1995-11-20,24.00,24.00,24.00,24.00,300,5.045796
1995-11-17,24.00,24.00,24.00,24.00,000,5.045796
1995-11-16,24.00,24.00,24.00,24.00,600,5.045796
1995-11-15,24.00,24.00,24.00,24.00,000,5.045796
1995-11-14,24.00,24.00,24.00,24.00,300,5.045796
1995-11-13,24.00,24.00,24.00,24.00,1800,5.045796
1995-11-10,23.49999,23.49999,21.75,23.49999,20100,4.940673
1995-11-09,23.49999,23.49999,23.49999,23.49999,300,4.940673
1995-11-08,22.79688,22.79688,22.79688,22.79688,000,4.79285
1995-11-07,23.12499,23.12499,22.79688,22.79688,32100,4.79285
1995-11-06,23.00001,23.00001,23.00001,23.00001,900,4.835556
1995-11-03,22.25001,22.25001,22.25001,22.25001,000,4.677875
1995-11-02,22.25001,22.25001,22.25001,22.25001,000,4.677875
1995-11-01,23.00001,23.00001,22.25001,22.25001,2100,4.677875
1995-10-31,21.50001,22.125,21.50001,22.125,600,4.651593
1995-10-30,22.50,22.50,22.50,22.50,000,4.730434
1995-10-27,22.50,22.50,22.50,22.50,000,4.730434
1995-10-26,23.00001,23.00001,22.50,22.50,9900,4.730434
1995-10-25,22.50,22.50,22.50,22.50,000,4.713612
1995-10-24,22.50,22.50,22.50,22.50,000,4.713612
1995-10-23,22.50,22.50,22.50,22.50,1500,4.713612
1995-10-20,23.25,23.25,23.25,23.25,000,4.870733
1995-10-19,23.25,23.25,23.25,23.25,900,4.870733
1995-10-18,21.99999,21.99999,21.99999,21.99999,000,4.608863
1995-10-17,21.99999,21.99999,21.99999,21.99999,000,4.608863
1995-10-16,21.99999,21.99999,21.99999,21.99999,000,4.608863
1995-10-13,21.99999,21.99999,21.99999,21.99999,000,4.608863
1995-10-12,21.99999,21.99999,21.99999,21.99999,000,4.608863
1995-10-11,21.99999,21.99999,21.99999,21.99999,000,4.608863
1995-10-10,21.99999,21.99999,21.99999,21.99999,000,4.608863
1995-10-09,21.99999,21.99999,21.99999,21.99999,000,4.608863
1995-10-06,21.99999,21.99999,21.99999,21.99999,000,4.608863
1995-10-05,21.99999,21.99999,21.99999,21.99999,000,4.608863
1995-10-04,21.99999,21.99999,21.99999,21.99999,000,4.608863
1995-10-03,21.99999,21.99999,21.99999,21.99999,000,4.608863
1995-10-02,21.99999,21.99999,21.99999,21.99999,000,4.608863
1995-09-29,21.99999,21.99999,21.99999,21.99999,000,4.608863
1995-09-28,21.99999,21.99999,21.99999,21.99999,000,4.608863
1995-09-27,21.99999,21.99999,21.99999,21.99999,000,4.608863
1995-09-26,21.99999,21.99999,21.99999,21.99999,000,4.608863
1995-09-25,21.99999,21.99999,21.99999,21.99999,000,4.608863
1995-09-22,21.99999,21.99999,21.99999,21.99999,000,4.608863
1995-09-21,21.99999,21.99999,21.99999,21.99999,000,4.608863
1995-09-20,21.99999,21.99999,21.99999,21.99999,000,4.608863
1995-09-19,21.99999,21.99999,21.99999,21.99999,000,4.608863
1995-09-18,21.99999,21.99999,21.99999,21.99999,000,4.608863
1995-09-15,21.99999,21.99999,21.99999,21.99999,000,4.608863
1995-09-14,21.99999,21.99999,21.99999,21.99999,000,4.608863
1995-09-13,21.99999,21.99999,21.99999,21.99999,000,4.608863
1995-09-12,21.99999,21.99999,21.99999,21.99999,000,4.608863
1995-09-11,21.99999,21.99999,21.99999,21.99999,000,4.608863
1995-09-08,21.99999,21.99999,21.99999,21.99999,000,4.608863
1995-09-07,21.99999,21.99999,21.99999,21.99999,000,4.608863
1995-09-06,21.99999,21.99999,21.99999,21.99999,000,4.608863
1995-09-05,21.99999,21.99999,21.99999,21.99999,000,4.608863
1995-09-01,21.99999,21.99999,21.99999,21.99999,000,4.608863
1995-08-31,21.99999,21.99999,21.99999,21.99999,000,4.608863
1995-08-30,21.99999,21.99999,21.99999,21.99999,000,4.608863
1995-08-29,21.99999,21.99999,21.99999,21.99999,000,4.608863
1995-08-28,21.99999,21.99999,21.99999,21.99999,000,4.608863
1995-08-25,21.99999,21.99999,21.99999,21.99999,000,4.608863
1995-08-24,21.99999,21.99999,21.99999,21.99999,000,4.608863
1995-08-23,22.74999,22.74999,21.99999,21.99999,3600,4.608863
1995-08-22,22.74999,22.74999,22.74999,22.74999,000,4.765984
1995-08-21,22.74999,22.74999,22.74999,22.74999,000,4.765984
1995-08-18,22.74999,22.74999,22.74999,22.74999,000,4.765984
1995-08-17,22.74999,22.74999,22.74999,22.74999,000,4.765984
1995-08-16,22.74999,22.74999,22.74999,22.74999,000,4.765984
1995-08-15,22.74999,22.74999,22.74999,22.74999,000,4.765984
1995-08-14,22.74999,22.74999,22.74999,22.74999,900,4.765984
1995-08-11,21.50001,21.50001,21.50001,21.50001,000,4.50412
1995-08-10,21.50001,21.50001,21.50001,21.50001,000,4.50412
1995-08-09,21.50001,21.50001,21.50001,21.50001,000,4.50412
1995-08-08,21.50001,21.50001,21.50001,21.50001,000,4.50412
1995-08-07,21.50001,21.50001,21.50001,21.50001,000,4.50412
1995-08-04,21.50001,21.50001,21.50001,21.50001,300,4.50412
1995-08-03,21.50001,21.50001,21.50001,21.50001,000,4.50412
1995-08-02,21.50001,21.50001,21.50001,21.50001,000,4.50412
1995-08-01,21.50001,21.50001,21.50001,21.50001,000,4.50412
1995-07-31,21.50001,21.50001,21.50001,21.50001,000,4.50412
1995-07-28,21.50001,21.50001,21.50001,21.50001,300,4.50412
1995-07-27,21.50001,21.50001,21.50001,21.50001,000,4.50412
1995-07-26,21.50001,21.50001,21.50001,21.50001,000,4.487359
1995-07-25,21.50001,21.50001,21.50001,21.50001,000,4.487359
1995-07-24,21.50001,21.50001,21.50001,21.50001,000,4.487359
1995-07-21,21.50001,21.50001,21.50001,21.50001,000,4.487359
1995-07-20,21.50001,21.50001,21.50001,21.50001,000,4.487359
1995-07-19,21.50001,21.50001,21.50001,21.50001,10800,4.487359
1995-07-18,21.50001,21.50001,21.50001,21.50001,000,4.487359
1995-07-17,21.50001,21.50001,21.50001,21.50001,000,4.487359
1995-07-14,21.50001,21.50001,21.50001,21.50001,300,4.487359
1995-07-13,21.50001,21.50001,21.50001,21.50001,4500,4.487359
1995-07-12,21.50001,21.50001,21.50001,21.50001,000,4.487359
1995-07-11,21.50001,21.50001,21.50001,21.50001,000,4.487359
1995-07-10,21.50001,21.50001,21.50001,21.50001,600,4.487359
1995-07-07,21.50001,21.50001,21.50001,21.50001,000,4.487359
1995-07-06,21.50001,21.50001,21.50001,21.50001,000,4.487359
1995-07-05,21.50001,21.50001,21.50001,21.50001,000,4.487359
1995-07-03,21.50001,21.50001,21.50001,21.50001,3600,4.487359
1995-06-30,21.50001,21.50001,21.50001,21.50001,000,4.487359
1995-06-29,21.50001,21.50001,21.50001,21.50001,000,4.487359
1995-06-28,21.50001,21.50001,21.50001,21.50001,000,4.487359
1995-06-27,21.50001,21.50001,21.50001,21.50001,000,4.487359
1995-06-26,21.50001,21.50001,21.50001,21.50001,000,4.487359
1995-06-23,21.50001,21.50001,21.50001,21.50001,000,4.487359
1995-06-22,21.50001,21.50001,21.50001,21.50001,000,4.487359
1995-06-21,21.50001,21.50001,21.50001,21.50001,300,4.487359
1995-06-20,22.50,22.50,22.50,22.50,12900,4.696071
1995-06-19,21.50001,21.50001,21.50001,21.50001,000,4.487359
1995-06-16,21.50001,21.50001,21.50001,21.50001,000,4.487359
1995-06-15,21.50001,21.50001,21.50001,21.50001,000,4.487359
1995-06-14,21.50001,21.50001,21.50001,21.50001,000,4.487359
1995-06-13,21.50001,21.50001,21.50001,21.50001,000,4.487359
1995-06-12,21.50001,21.50001,21.50001,21.50001,000,4.487359
1995-06-09,21.50001,21.50001,21.50001,21.50001,600,4.487359
1995-06-08,21.75,21.75,21.75,21.75,000,4.539535
1995-06-07,21.75,21.75,21.75,21.75,300,4.539535
1995-06-06,21.50001,21.50001,21.50001,21.50001,000,4.487359
1995-06-05,21.50001,21.50001,21.50001,21.50001,000,4.487359
1995-06-02,21.50001,21.50001,21.50001,21.50001,000,4.487359
1995-06-01,21.50001,21.50001,21.50001,21.50001,000,4.487359
1995-05-31,21.50001,21.50001,21.50001,21.50001,000,4.487359
1995-05-30,21.50001,21.50001,21.50001,21.50001,000,4.487359
1995-05-26,21.50001,21.50001,21.50001,21.50001,000,4.487359
1995-05-25,21.50001,21.50001,21.50001,21.50001,000,4.487359
1995-05-24,21.50001,21.50001,21.50001,21.50001,000,4.487359
1995-05-23,21.50001,21.50001,21.50001,21.50001,000,4.487359
1995-05-22,21.50001,21.50001,21.50001,21.50001,000,4.487359
1995-05-19,21.50001,21.50001,21.50001,21.50001,000,4.487359
1995-05-18,21.50001,21.50001,21.50001,21.50001,000,4.487359
1995-05-17,21.50001,21.50001,21.50001,21.50001,000,4.487359
1995-05-16,21.50001,21.50001,21.50001,21.50001,000,4.487359
1995-05-15,21.50001,21.50001,21.50001,21.50001,600,4.487359
1995-05-12,21.50001,21.50001,21.50001,21.50001,000,4.487359
1995-05-11,21.50001,21.50001,21.50001,21.50001,000,4.487359
1995-05-10,21.50001,21.50001,21.50001,21.50001,000,4.487359
1995-05-09,21.50001,21.50001,21.50001,21.50001,000,4.487359
1995-05-08,21.50001,21.50001,21.50001,21.50001,300,4.487359
1995-05-05,21.50001,21.50001,21.50001,21.50001,000,4.487359
1995-05-04,21.50001,21.50001,21.50001,21.50001,000,4.487359
1995-05-03,21.50001,21.50001,21.50001,21.50001,000,4.487359
1995-05-02,21.50001,21.50001,21.50001,21.50001,000,4.487359
1995-05-01,21.50001,21.50001,21.50001,21.50001,000,4.487359
1995-04-28,21.50001,21.50001,21.50001,21.50001,000,4.487359
1995-04-27,21.50001,21.50001,21.50001,21.50001,000,4.487359
1995-04-26,21.50001,21.50001,21.50001,21.50001,000,4.487359
1995-04-25,21.50001,21.50001,21.50001,21.50001,000,4.487359
1995-04-24,21.50001,21.50001,21.50001,21.50001,000,4.470659
1995-04-21,21.50001,21.50001,21.50001,21.50001,000,4.470659
1995-04-20,21.50001,21.50001,21.50001,21.50001,000,4.470659
1995-04-19,21.50001,21.50001,21.50001,21.50001,000,4.470659
1995-04-18,21.50001,21.50001,21.50001,21.50001,000,4.470659
1995-04-17,21.50001,21.50001,21.50001,21.50001,900,4.470659
1995-04-13,21.50001,21.50001,21.50001,21.50001,000,4.470659
1995-04-12,21.50001,21.50001,21.50001,21.50001,000,4.470659
1995-04-11,21.50001,21.50001,21.50001,21.50001,000,4.470659
1995-04-10,21.50001,21.50001,21.50001,21.50001,000,4.470659
1995-04-07,21.50001,21.50001,21.50001,21.50001,000,4.470659
1995-04-06,21.50001,21.50001,21.50001,21.50001,300,4.470659
1995-04-05,21.50001,22.125,21.50001,22.125,12000,4.600618
1995-04-04,21.50001,21.50001,21.50001,21.50001,000,4.470659
1995-04-03,21.50001,21.50001,21.50001,21.50001,000,4.470659
1995-03-31,21.50001,21.50001,21.50001,21.50001,000,4.470659
1995-03-30,21.50001,21.50001,21.50001,21.50001,000,4.470659
1995-03-29,21.50001,21.50001,21.50001,21.50001,000,4.470659
1995-03-28,21.50001,21.50001,21.50001,21.50001,000,4.470659
1995-03-27,21.50001,21.50001,21.50001,21.50001,000,4.470659
1995-03-24,21.50001,21.50001,21.50001,21.50001,000,4.470659
1995-03-23,21.50001,21.50001,21.50001,21.50001,1200,4.470659
1995-03-22,21.50001,21.50001,21.50001,21.50001,000,4.470659
1995-03-21,21.50001,21.50001,21.50001,21.50001,000,4.470659
1995-03-20,21.50001,21.50001,21.50001,21.50001,000,4.470659
1995-03-17,21.50001,21.50001,21.50001,21.50001,000,4.470659
